source,label,title,text,published_date,word_count,label_id,pred_id,pred,error_category
source_82,undecided,بالصور: تنصيب العميد بناط قائدا للمصلحة الوطنية لحرس السواحل — النهار أونلاين,"وذلك خلفا للعميد شعلال عبد العزيز، حسب بيان وزارة الدفاع الوطني اليوم الخميس.

وجاء هذا التنصيب حسب نفس البيان، طبقا للمرسوم الرئاسي المؤرخ في 11 جانفي 2021.

وباسم الفريق رئيس أركان الجيش الوطني الشعبي السعيد شنقريحة.",,36,1,2,not credible,Source-Specific Artifacts / Boilerplate
source_86,credible,جنايات القاهرة: المؤبد لسائق قتل جده وأحرق جثته,"قضت محكمة جنايات القاهرة بمعاقبة سائق قتل جده وأحرق جثته وألقى بها على الطريق بالسجن المؤبد.

صدر الحكم برئاسة المستشار محمد أحمد الجندي وعضوية المستشارين أيمن عبد الخالق ومحمد أحمد صبري، وأمانة سر مجدي شكري وهاني شحاتة.

كشف أمر الإحالة في القضية رقم 2860/ 155 لسنة 2020 جنايات مايو، قيام المتهم محمود.ر، سائق، 24 سنة، محبوس بقتل جده المجني عليه كمال.س عمدا بغير سبق إصرار أو ترصد إثر مشادة كلامية نشبت بينهما بسبب عتاب ولوم ضحيته له على سوء أحواله فاستشاط غضبا لذلك وضمر في نفسه الشر صوبه متولدا في ذهنه نية إزهاق روحه ونفاذا لما انتواه من نية خبيثة دفع ضحيته بقوة وحال إسقاطه أرضا تمهيدا للإجهاز عليه ارتطمت رأسه بأريكة فحدثت إصابته وسالت دماءه على جلبابه.

وتجسيدا لما وغر في صدر المتهم وراجعه عقله بالخلاص من جده البالغ من العمر عتيا طوعت له نفسه كتم أنفاس جده بالإمساك به من جلبابه حال نهوضه لمقاومته والضغط بكلتا يداه علي عنق عجوز أهرمه الدهر مستخدما قواه الجسمانية في إحكام خنقه قاصدا من ذلك إزهاق روحه إلى أن خارت قوى ضحيته مستسلما له حتى لفظ أنفاسه الأخيرة وسقط أرضا مسجى على ظهره فأحدث به الإصابات الموصوفة بتقرير الصفة التشريحية والتي أودت بحياته.",,191,0,1,undecided,Crime & Accidents
source_100,credible,حكومة نتنياهو تمدد حالة الطوارئ في مدينة اللد,رام الله - دنيا الوطنوقعت الحكومة الإسرائيلية، برئاسة بنيامين نتنياهو، اليوم الثلاثاء، قرار تمديد حالة الطوارئ في مدينة اللد بأراضي الـ1948، لمدة 48 ساعة.وكانت الشرطة الإسرائيلية قد أعلنت أمس، عن اعتقال 7 فلسطينيين في مدينة اللد، بذريعة المشاركة في المواجهات الأخيرة بمدن الـ48، في حين توفي إسرائيلي متأثرا بجروح أصيب بها قبل أسبوع في مواجهات بمدينة اللد، ما رفع حصيلة القتلى الإسرائيليين منذ بدء التصعيد الأخير لـ11 شخصا، حسبما أفادت مصادر طبية إسرائيلية.,,73,0,1,undecided,Government & Official Statements
source_7,not credible,زيتوني يستقبل ممثلي مكتتبي “عدل” بسكرة,المسؤول الأول لوكالة عدل أكد بأن وكالته في متابعة دائمة ومستمرة للأشغال سواءا ميدانيا أو عن طريق التقارير التي يقدمها رؤساء المشاريع أو مدير المشاريع ، ووعد المدير العام للوكالة بالرفع من وتيرة الأشغال بالمواقع التي تعرف وتيرة نوع من التأخر ، و من جانبه أكد المدير بأنه سيكون له لقاءا مع مدير التعمير لولاية بسكرة لوضع ورقة طريق لتسريع الأشغال التي هي على عاتقها ، أما فيما يخص بعض الأنشغالات التي قدمها ممثلي المكتتبين فقد وعد المدير العام بالتكفل بها في إطار ما يسمح به القانون ، من جهته عبر ممثلي مكتتبي عدل بسكرة عن إرتياحهم بعد هذا اللقاء.,,100,2,0,credible,General/Other Ambiguous Context
source_86,credible,التحقيق في مصرع شخص وإصابة 3 آخرين إثر تصادم سيارتين بالبدرشين,"أنا معجب بالشروق بالفعل، لا تظهر هذه الرسالة مرة أخرى

تباشر النيابة الكلية بجنوب الجيزة، التحقيقات حول مصرع شخص وإصابات 3 آخرين في حادث تصادم سيارتين، بالطريق الأوسطي في منطقة البدرشين، وصرحت النيابة بدفن الجثة، كما طلبت سرعة تحريات رجال المباحث حول الواقعة للوقوف على ظروف وملابسات الحادث.

تلقت غرفة النجدة بمديرية أمن الجيزة، بلاغا يفيد وقوع حادث تصادم بالطريق الأوسطي في البدرشين، انتقل رجال المباحث إلى محل الواقعة، وتبين أن الحادث وقع بين سيارتين نقل وسوزوكي، مما أسفر عن مصرع شخص، وإصابة آخرين.

تم نقل المصابين إلى المستشفى لإسعافهم، ورفع آثار الحادث من الطريق، وحرر محضر بالواقعة، وتباشر النيابة التحقيقات.",,101,0,1,undecided,Health & COVID-19
source_39,credible,"جهاد العرب شافط الرمول ""ملك"" النفايات يهجر بلاد الأرز!","حرد العرب نافياً في بيان ما ""جرى التداول به في بعض وسائل التواصل الاجتماعي عن تواجدي وزوجتي في مطعم السراي في وسط بيروت، الأمر الذي أنفيه جملة وتفصيلاً لوجودنا أساساً خارج لبنان. إلا أنه صودف مرور إبنتاي بمفردهما بالسيارة بالقرب من مكان الإشكال في طريق عودتهما إلى المنزل قادمتين من زيارة عائلية، من دون أي مرافق أو سائق، فتم التعرض لهما بالسباب والشتائم والتلفظ بأبشع الكلمات"". لذا ""أمام هذا الأمر المؤسف والذي لا يتمناه أحد لأولاده، وأمام ما تتعرض له شركاتنا وعائلاتنا من هجوم وتحريض وتجني وافتراءات.. فإنني وبكل أسف، وبعد 40 سنة من العمل، أعلن أننا بصدد إقفال جميع أعمالنا في لبنان. وذلك بعد أن يتم تسليم المشاريع وفقاً للأصول، مع الحفاظ على الموظفين الذي خدموا هذه الشركات بإخلاص لسنين طويلة"".

احتج شافط رمال البحر وملوثه في الوقت عينه على هذا التجني. أكبر متعهد لمشاريع الدولة حزين. سيترك جبال الرمال في الجية، التي شفطها من مطار بيروت. ولن يكمل مشروع التعديات على الأملاك العامة في الناعمة ومشروعه الكبير هناك مع شركائه لبناء ميناء ضخم لليخوت ومطاعم فاخرة وفلل سكنية ومسابح وجزر.

سيترك خلفه كسارات الجية التي نهش الجبال هناك، ولم تتبق شجرة واحدة، تهدر وحدها بلا صخر يقتلع من الجبال. وسيتركنا أمام مصيرنا مع مكب الكوستابرافا كي تنهشنا النفايات، لتعود وتصبح جبلاً من جديد. وسيهجر مجبل الزفت في العمروسية ومعمل فرز النفايات، التي لا يفرز منها أي شيء، وكل معامل جبل الباطون التي يملكها على أرض الجمهورية.

هناك عند مكب الكوستابرافا، بجانب مطار بيروت ارتكبت شركة جهاد العرب جريمتين بيئتين وماليتين أيضاً. شفط للرمول من عرض البحر ودفن للنفايات الآتية من معمل الفرز في العمروسية بلا فرز ولا توضيب. فمنذ تسلمت شركة العرب تنظيف كاسر الأمواج ومجرى المياه خلفه بجانب المطار، لمنع الموج من الوصول إلى داخل المطار، كان الاتفاق مع العرب على تنظيف مجرى كاسر الأمواج من الرمول التي تتجمع فيه مع الوقت، فتقفل الفتحات لخروج المياه إلى البحر مجدداً. وفيما كان يفترض به شفط الرمول من المجرى بهدف تنظيفه، كانت آلة شفط الرمل مستمرة في البحر قبالة المطار وتشفط الرمول. وكان سائقو العرب ينقلون مئات الأطنان يومياً من المكان، إلى مجبل الباطون في نهر الموت ومجبل الجية حيث جمع ملايين الأمتار من الرمول.



آلة لشفط الرمل قبالة مطار بيروت



سيترك العرب مكب الكوستابرافا حيث كان يطمر نفايات معمل العمروسية من دون فرز. هناك كانت الجرافات تملأ شاحنات العرب بالنفايات وتنقل من دون فرز وتوضيب، وتطمر وتدفن في مكب الكوستابرافا، وتتسرب عصارتها إلى البحر. فلم يعد مجزياً له أن يجمع ويفرز ويوضب النفايات بعدما انهارت الليرة، فقرر دفنها والتخلص منها.



تحميل النفايات في الشاحنات



وداعاً جهاد العرب الذي يتلقى موظفوه 900 ألف ليرة بالشهر، أي خمسون دولاراً، بعدما خفضها من 900 دولار بسبب الأزمة المالية. وداعاً لمتعهد طيب متفانٍ، عشاؤه في ذاك المطعم الفاخر، يكفي لإطعام عشر عائلات من موظفيه لأكثر من شهر. لكن ليته يتذكر إعادة أموال مشاريعه إلى اللبنانيين، ولا ضير بدفع حقوق موظفيه بالدولار، بعد تصفية مشاريعه، قبل مغادرة بلاد الأرز.",,466,0,1,undecided,Economics & Pricing
source_82,undecided,المدير العام للحماية المدنية ينصب مركز قيادة للبحث عن مفقودي فيضان وادي مكناسة — النهار أونلاين,"وقف المدير العام للحماية المدنية، العقيد بوعلام بوغلاف، على تنصيب مركز قيادة متقدم للبحث على المفقودين بفيضان وادي مكناسة بالشلف.

وكان العقيد بوعلام بوغلاف، رفقة مدير التنسيق وتنظيم الاسعافات بالمديرية العامة للحماية المدنية، والمدير الولائي للحماية المدنية بولاية الشلف.

للإشارة، فقد عثرت مصالح الحماية المدنية لولاية الشلف، صبيحة اليوم، على جثة شخص سابع جرفته سيول وادي مكناس ليلة أمس.

وتم العثور على ضحية من بين الأربعة المفقودين ويتعلق الأمر بسائق السيارة، ولايزال البحث عن 3 أطفال.

وجاء هذا بعد عملية تمشيط واسعة على ضفاف وادي مكناس، أين تم العثور على سائق السيارة من نوع HYUNDAI ATOS.",,96,1,2,not credible,Source-Specific Artifacts / Boilerplate
source_82,undecided,الوزير الأول يشرف على انطلاق الجلسات الوطنية حول اقتصاد المعرفة — النهار أونلاين,"أشرف الوزير الأول، عبد العزيز جراد، اليوم الاثنين، على انطلاق الجلسات الوطنية حول اقتصاد المعرفة.

وانطلقت الجلسات، بحضور 1300 مشارك بينهم 200 خبير وطني ودولي.

وتهدف الجلسات إلى إعداد إصلاحات قانونية وتنظيمية، لاقتصاد مبني على المعرفة.",,36,1,2,not credible,Source-Specific Artifacts / Boilerplate
source_86,credible,السفير الهندي يطلب زيارة قرى الريف المصري.. ويعرض تطوير 3 مراكز حرفية بالصعيد,"بحث وزير التنمية المحلية محمود شعراوي مع سفير الهند بالقاهرة أجيت جوبتيه سبل التعاون في مجال المشروعات الصغيرة والمتوسطة لتوفير دخل ثابت للأسر في القرى الأكثر احتياجًا.

جاء ذلك خلال لقاء شعراوي اليوم الجمعة - بسفير الهند الجديد بالقاهرة، وذلك بحضور عدد من قيادات الوزارة وممثلي السفارة الهندية.



وهنأ اللواء شعراوي السفير الهندي بمناسبة توليه مهام منصبه بالقاهرة، مشيداً بمستوى التعاون بين الوزارة والسفارة الهندية خلال السنوات الماضية خاصة في مجال تقديم المنح التدريبية في مجالات التنمية المحلية واللامركزية والتي استفاد منها خلال الأعوام الثلاثة الماضية عدد من العاملين بالوزارة والمحافظات خاصة في قطاعات (الحكم المحلي، تكنولوجيا المعلومات IT، إدارة الانتخابات المحلية).



وأكد وزير التنمية المحلية عمق العلاقات ""المصرية / الهندية"" المشتركة والتي تعود لعهد الزعيم الراحل جمال عبدالناصر ورئيس وزراء الهند جواهر لال نهرو .. مشيرا إلى أن العلاقات شهدت تطورًا كبيرًا في عهد الرئيس عبدالفتاح السيسى ورئيس الوزراء الهندي ناريندرا مودي على كافة المستويات السياسية والاقتصادية والثقافية.



ولفت إلى أن التأثير الإيجابي للمنح والدورات التدريبية على مستوى الكوادر المحلية وتنمية قدراتهم بما يساهم في تحسين مستوى الخدمات المقدمة للمواطنين ، مؤكدا تطلع الوزارة لمواصلة هذه البرامج والمنح مرة أخرى في حال عودتها وانتهاء جائحة ""كورونا"".



واستعرض وزير التنمية المحلية الدور المهم الذي يقوم به مركز التنمية المحلية للتدريب بسقارة، وإمكانية تبادل الخبرات و التعاون بين المعاهد المتخصصة في الهند خاصة معهد أحمد أباد للإدارة العليا في مجالات إعداد قادة المستقبل وكوادر التنمية المحلية.



كما استعرض شعراوي بعض تفاصيل المبادرة الرئاسية حياة كريمة وبرنامج تطوير الريف المصري في ظل الاهتمام الكبير الذي يوليه الرئيس عبدالفتاح السيسي ورئيس مجلس الوزراء الدكتور مصطفى مدبولي للنهوض بمستوى حياة المواطنين بالقرى والمراكز المحلية المستهدفة وخلق فرص عمل للفئات الأكثر احتياجاً بصورة مستدامة.



وأكد الوزير الدور الهام الذي يمكن أن تلعبه المراكز الحرفية بالمحافظات والبالغ عددها 78 مركزاً حرفياً في توفير فرص عمل للمواطنين بالقرى بما يساعد على تحسين مستوى معيشتهم ، مشيرا إلى إمكانية الاستفادة من الجانب الهندي وتبادل الخبرات في ذلك المشروع المهم لدعم المشروعات الصغيرة والمتوسطة ومتناهية الصغر .



وأشار وزير التنمية المحلية إلى جهود الوزارة لتنفيذ المنظومة الجديدة للمخلفات البلدية الصلبة بالمحافظات، مؤكدا إمكانية تبادل الخبرات مع الهند في هذا المجال الحيوي للدولة المصرية وبحث توفير دورات تدريبية للكوادر المحلية العاملة في مجال المخلفات الصلبة عبر الفيديو كونفرانس وبرامج التواصل الحديثة.



من جانبه، تطرق السفير الهندي لتجربة المؤسسات الهندية العاملة في ترويج المنتجات التراثية والحرفية واليدوية لسكان المناطق الفقيرة للمساعدة في بيعها وتسويقها داخليًا وخارجيًا وعلى رأسها مؤسسة ( قاضي ) والتي يرعاها رئيس وزراء الهند.



وأعرب السفير الهندي عن رغبته في دعم العلاقات الثنائية بين القاهرة ونيودلهي، التي وصفها بأنها وطيدة وقديمة وراسخة ، وتطلعه للبدء في صفحة جديدة من علاقات التعاون بين الوزارة والحكومة الهندية لاستكمال أطر العلاقات المختلفة ، مؤكدا استعداده للمشاركة في خطة الوزارة لتدريب الكوادر المحلية والعمل على تطوير أداء الإدارة المحلية .



وطلب السفير الهندي زيارة لبعض القرى المستهدفة في مبادرة حياة كريمة وبرنامج تطوير الريف المصري للتعرف على بعض الاحتياجات والتى يمكن للهند القيام بها فى المشروعات والقطاعات الحيوية ، مبديا استعداد الجانب الهندي للمشاركة في تطوير 3 من المراكز الحرفية بمحافظات الصعيد لتكون بمثابة نموذج مميز يتم تكراره فى باقى المحافظات .



وأشار جوبتيه إلى أن التحديات الموجودة في البلدين مشتركة فى عدد من المجالات ويمكن أن نعمل معاً لتبادل الخبرات والتعاون المشترك لتحقيق مصلحة الشعبين.



وشهد اللقاء بحث الاستفادة من تجربة الهند فيما يخص "" منصة أيادى مصر للحرف اليدوية "" والتي أطلقتها الوزارة منذ عدة أسابيع لدعم الصناعات الحرفية والتراثية التى تتميز بها بعض القرى فى المحافظات والمساعدة فى تسويق وبيع تلك المنتجات ، وذلك لما للهند من تجربة رائدة في أسواق الحرف اليدوية ومنها سوراج كوند في مدينة فريدة آباد، ومنها سوق امبريوم في مدينة انتيجار.



وفي ختام الاجتماع تم الاتفاق على تشكيل لجنة مصغرة بين الجانبين لإعداد خطة عمل لتنفيذ كل الموضوعات والنقاط التي تم بحثها خلال اللقاء والبدء فى تنفيذها.",,613,0,1,undecided,Government & Official Statements
source_100,credible,احذر.. هذه الأطعمة قد تعرضك للإصابة بالنوبة القلبية,"



ما هي الأطعمة التي من الممكن أن تشكل ضرر كبير على صحة قلبك ؟



اللحم الأحمر



قد يؤدي تناول الكثير من لحم البقر والضأن إلى زيادة احتمالات الإصابة بأمراض القلب والسكري، قد يكون السبب في ذلك هو أنها تحتوي على نسبة عالية من الدهون المشبعة، والتي يمكن أن تزيد من نسبة الكوليسترول، وفق (اليوم السابع).



المشروبات الغازية



تناول كميات قليلة من السكر المضاف ليس ضارا، لكن ما يجب معرفته هو أن علبة المياه تحتوي على سكر مضاف أكثر مما ينبغي وهو ما يسبب السمنة والإصابة بداء السكري من النوع 2، وارتفاع ضغط الدم، وأمراض القلب.



المخبوزات



الكعك عادة ما تكون محملة بالسكر المضاف، مما يؤدي إلى زيادة الوزن، كما أن المخبوزات بوجه عام مرتبطة بمستويات أعلى من الدهون الثلاثية، ويمكن أن يؤدي ذلك إلى الإصابة بأمراض القلب، وعادة ما يكون المكون الرئيسي لها هو الدقيق الأبيض، مما قد يؤدي إلى ارتفاع نسبة السكر في الدم، استبدل دقيق القمح الكامل، وقلل السكر، واستخدم الزيوت النباتية السائلة بدلاً من الزبدة أو السمن.



اللحوم المصنعة



الهوت دوج والسلامي ولحوم الغداء هي أسوأ أنواع اللحوم لقلبك، إذ تحتوي على كميات عالية من الملح ، ومعظمها غني بالدهون المشبعة عندما يتعلق الأمر باللحوم الباردة ، فإن الديك الرومي أفضل بالنسبة لك من السلامي لأنه لا يحتوي على الدهون المشبعة.



الأرز الأبيض والخبز و المعكرونات



يفتقد الأرز والخبز و المعكرونات والوجبات الخفيفة المصنوعة من الدقيق الأبيض إلى الألياف والفيتامينات والمعادن الصحية، تتحول الحبوب المكررة بسرعة إلى سكر، يخزنه جسمك على شكل دهون، يمكن أن يتسبب النظام الغذائي الغني بالحبوب المكررة في حدوث دهون في البطن، والتي تربطها الدراسات بأمراض القلب والسكري، حاول أن تحصل على نصف حباتك على الأقل من الحبوب الكاملة مثل الأرز البني والشوفان والقمح الكامل.



الزبدة



الزبدة غنية بالدهون المشبعة، والتي يمكن أن ترفع نسبة الكوليسترول الضار، وتزيد احتمالية الإصابة بأمراض القلب، من الأفضل أن تستبدل الزبدة بزيت الزيتون أو الزيت النباتي.







مع مرور الزمن و تناول كافة الأطعمة المتنوعة و خاصة الكميات الكبيرة من الأملاح و السكريات، مع مرور الوقت، قد يتعرض الجسم فيما بعد لزيادة خطر الإصابة بنوبة قلبية أو سكتة دماغية.",,331,0,1,undecided,Government & Official Statements
source_82,undecided,بن بوزيد: نعتمد على الأطباء الخواص من أبناء الجنوب لتغطية مختلف التخصصات في ولاياتهم — النهار أونلاين,"قال وزير الصحة والسكان واصلاح المستشفيات عبد الرحمن بن بوزيد أن مصالحه تعتمد على الاطباء الخواص من أبناء الجنوب والهضاب لتغطية مختلف التخصصات في تلك المناطق.

وأضاف الوزير في تصريح له اليوم خلال زيارة له لولاية الوادي أن مصالح دائرته الوزارية تركز على التخصصات المطلوية بدون المرور على المسابقة.

وأكد الوزير أن هذه الاجراءات جاءت وفقا لأوامر رئيس الجمهورية لانهاء الخدمة العمومية للأطباء مستقبلا

وبخصوص الأرقام المسجلة لفيروس كورونا في الجزائر قال بن بوزيد أنها تعتبر ج معقولة مقارنة بدول الجوار والدول الاوروبية خاصة الوفيات.

مضيفا أن هذه النتائج المسجلة ترجع بالأساس إلى قرار رئيس الجمهورية بغلق الأجواء والحدود.

وفي الأخير أكد وزير الصحة أنه سيتم تكوين الأطباء في منصة رقمية للعمل الاستباقي للحفاظ على المريض خاصة في امراض القلب تحديدا الاستشارة المختصة.",,123,1,2,not credible,Source-Specific Artifacts / Boilerplate
source_117,credible,قتيل وثلاثة جرحى في هجوم في جنوب شرق إيران,"أدى تفجير إلى سقوط قتيل وثلاثة جرحى يوم الأحد 21 مارس 2021 في محافظة سيستان بلوشستان الواقعة في جنوب شرق إيران، حسبما أعلنت وكالة الأنباء الإيرانية الرسمية (إرنا).

إعلان اقرأ المزيد

وقالت الوكالة أن ""الانفجار وقع في الساعة 09,30 (06,00 ت غ) من صباح اليوم (الأحد) ونفذته مجموعة إرهابية مرتبطة بالغطرسة العالمية في إحدى ساحات مدينة سراوان"" التي تبعد نحو خمسين كيلومترا عن الحدود الباكستانية. وأضافت أن التفجير ""أسفر عن مقتل شخص وإصابة ثلاثة مواطنين بينهم امرأة من المارة"".

ووقع الهجوم في اليوم الأول من العام الإيراني 1400 بعد نحو شهر من اشتباكات دامية في سيستان بلوشستان. ولا تزال الهجمات والاشتباكات بين قوات الأمن ومجموعات مسلحة تتكرر. وتحمل طهران جماعات جهادية أو انفصالية مسؤولية هذه الهجمات، وتتهم إسلام أباد أو الرياض في كثير من الأحيان بدعمها.

وذكرت وسائل إعلام حكومية إيرانية أن شخصين احدهما شرطي قتلا في سراوان أواخر شباط/فبراير في أعمال عنف مرتبطة بتجارة الوقود مع باكستان المجاورة. لكن مكتب المفوض السامي للأمم المتحدة لحقوق الإنسان ذكر في بداية آذار/مارس أن 12 قتيلا على الأقل بينهم قاصران سقطوا، واتهم القوات المسلحة بالإفراط في استخدام القوة، في انتهاك لـ ""قواعد الاشتباك"".

الرسالة الإخباريةأبرز الأحداث الدولية صباح كل يوم اشترك",,189,0,2,not credible,Source-Specific Artifacts / Boilerplate
source_86,credible,النيابة عن زيارة رئيس الوزراء: تعبر عن عظيم التعاون بين الحكومة والسلطة القضائية,"النائب العام: استقلالية النيابة لا تعني عزلتها عن سائر المؤسسات والسلطات

أعلنت النيابة العامة أن المستشار النائب العام، استقبل اليوم، رئيس مجلس الوزراء الدكتور مصطفى مدبولي بمقرِّ مكتب النائب العام بحضور المستشار عمر مروان وزير العدل، والدكتور عمرو طلعت وزير الاتصالات وتكنولوجيا المعلومات، والمستشار علاء الدين فؤاد وزير شئون المجالس النيابية.

وذكرت النيابة أن الزيارة تنمُّ عن عظيم التعاون بين حكومة الدولة المصرية والسلطة القضائية؛ إعلاءً لسيادة القانون وتحقيقًا للعدالة والمساواة.

وأضافت أن الزيارة بدأت بجولة تفقدية بالمبنى تسلَّم في عقبها رئيس مجلس الوزراء من المستشار النائب العام درعَ النيابة العامة، ووقَّع سيادته في السجل التاريخيِّ لها،

وقُدِّم عرضٌ تقديميٌّ بقاعة المستشار الشهيد هشام بركات النائب العام الأسبق تضمن أعمالًا نفذتها النيابة العامة بمجال التحول الرقمي، وأخرى ستضطلع بتنفيذها مستقبلًا، موضحة تخلل العرض إذن المستشار النائب العام بتشغيل أربعة مكاتب جديدة لتقديم خدمات نيابة شئون مصر بمجمع محاكم شبرا ومدينة نصر والمحلة والمنصورة.

وتابعت أن المستشار النائب العام ألقى كلمةَ ترحيب برئيس مجلس الوزراء والوزراء الحضور، أعرب فيها عن امتنانه لتشريفهم مقر مكتب النائب العام في لقاءٍ فريدٍ بين سلطتين أصيلتين من سلطات الدولة المصرية.

وأوضحت النيابة أن النائب العام أشار في كلمته إلى أنه مع تمتُّع النيابة العامة باستقلاليتها إلا أنها جزءٌ أصيل من كيان هذه الدولة العريقة، وأن استقلاليتها لا تعني عزلتها عن سائر المؤسسات والسلطات، بل هي جزء من البنيان والكيان مستقلة في القرار والقضاء تحقيقًا لمباديء العدل والمساواة، باعتبار ذلك أبرز سمات العمل القضائي المصري.

وأكد النائب العام اهتمامه منذ توليه المسئولية بتصحيح مفاهيم خاطئة اختلطت على البعض سواءٌ في أسلوبِ عملِ النيابةِ العامةِ وطابَعِهِ، أو في المعنى الحقيقيِّ لاستقلاليتِهَا، وأن النيابة العامة لا تهدُفُ من أعمالِهَا وقراراتها إلى مجردِ التحقيقِ والتصرفِ في القضايا الجنائيةِ، أو مباشرةِ الأعمالِ القانونيةِ والقضائيةِ، بل إنَّها تُسهِمُ من خلالِ اختصاصاتِها فيما يخدُمُ صالحَ هذا المجتمعِ وييُسرُ من شُئونِهِ، مشيرًا إلى أمثلة لذلك، كالقراراتِ التي اتخذتْها النيابة لتسهيلِ إجراءاتِ تنفيذِ الأحكامِ على المتهمينَ الوافدينَ في غيرِ المحالِّ الصادرةِ فيها، وما تقدِّمه من خِدْماتٍ في مجالات مختلفة، وما ترمي إليه في بعض قراراتها وإجراءاتها من أبعاد أمنية واقتصادية وتشريعية.

كما أكد أنَّ ملف التحول الرقمي من أهم الملفات التي اهتمت بها النيابة العامة خلال الفترة الأخيرة، وسارت فيه على عدة محاور ابتدأتها بإنشاء إدارة التحول الرقمي، ثم هيَّأت البنية الأساسية والمنشآت واللوجيستيات التقنية اللازمة، وعملت على تغيير ثقافة أعضاء وموظفي النيابة والمتعاملين معها والمتقاضين من استبدال التعاملات الورقية بالوسائل الرقمية، مما حدَّ من مظاهر الفساد ويسَّر على المواطنين، وساهم أيضًا في الحفاظ على الصحة العامة في ظل ما تتخذه الدولة المصرية من إجراءات لمكافحة فيروس كورونا المستجد، في إطار تعاون حثيث مع مختلف الوزارات والمؤسسات.

وأشار النائب العام إلى انتهاج النيابة العامة أسلوبًا علميًّا في هذا الملف باستعانتها بخبير رقمي لتقديم الاستشارات الفنية الرقمية في هذا المجال، لافتا إلى عناية النيابة بما تقدم من خدمات رقمية في شئون الأسرة والمرأة المصرية والطفل، وتخصيصها مكاتب رقمية بأحدث وسائل التقنية لتلك الخدمات، وإنشائها إدارة متخصصة بكافة شئون الطفل، فضلًا عن إنشاء إدارة البيان والتوجيه والتواصل الاجتماعي لتبديد الشائعات والتواصل الفعال مع المجتمع والمؤسسات توجيهًا وتنبيهًا وبيانًا وإعلامًا عبر القنوات التقنية الحديثة ووسائل التواصل الاجتماعي المختلفة.

كما أكد أنَّ النيابة العامة كانتْ ولا تزالُ وستظَلُّ صرحًا شامخًا وملاذًا آمنًا لكلِّ مصريٍّ، أُنشيءَ منذ بدايته من قلب ووجدان هذا المجتمعِ ليمثله، ويرعى شئونه وحقوقه، ويعلمه بواجباته والتزاماته، باعتبارها جزءًا أصيلًا من بنيان هذه الدولة المصرية العريقة، لا ينفكُّ أو ينفصلُ عنها بدعاوى الاستقلالية الانعزالية، بل هي شريان أساسيٌّ في جسد هذه الأمة، وبرزخًا بين سلطاتها، ينبض بالعدالةِ الجنائية والاجتماعية والمساواة بين الناس.

وذكرت النيابة في بيانها أن رئيس مجلس الوزراء ألقى كلمةً رحَّب خلالها بزيارته مقر مكتب النائب العام، وأكد تنفيذَ الدولة المصرية إستراتيجية لبناء مصر الرقمية واهتمامها بملف التحول الرقمي، مشيرًا إلى أن تلك الزيارة تعكس روح التعاون بين الحكومة المصرية والنيابة العامة وسائر السلطة القضائية بما يؤكد تكاتف جميع مؤسسات الدولة سعيًا لرفعة شأن مصر وتقدمها.

وأضاف أنَّ الدولة تكثّف الجهود في خطة التحول إلى مجتمع رقمي لتوفير أحدث الخدمات للمواطنين بأساليب بسيطة وميسرة في مختلف القطاعات، واضطلاع مجلس الوزراء بالتنسيق بين الجهات المنفذة لمنظومة التحول الرقمي لإنفاذ القانون؛ لتذليل العقبات، ومتابعة التنفيذ في أعمال البنية التحتية، وخطوط الربط داخل كل جهة والوحدات التابعة لها للمرحلتين الأولى والثانية، ويعمل على وضع خطة بالتنسيق بين وزارة التخطيط والجهات المعنية لتنفيذ المرحلتين الثالثة والرابعة؛ وذلك انطلاقاً من الإيمان بضرورة العناية بالتنسيق بين الجهات المعنية لسرعة الانتهاء من تنفيذ مراحل المنظومة المختلفة لإرساء مبادئ العدالة الناجزة .

كما أكد أهميةَ مُضي النيابة العامة قدمًا فيما تنفذه من أعمال في مجال التحول الرقمي، بالتعاون مع الوزارات المختلفة والجهات المعنية، باعتبار أنها حلقة الوصل بينهم، وإحدى أهم الجهات المتعاملة مع جمهور المواطنين في كثير من الإجراءات القانونية التي تباشرها دوريًا بمختلف المجالات، خلاف إنجاز القضايا الجنائية ومباشرة الأعمال القضائية، بما يسهم مباشرة في تحقيق مبادئ العدالة الناجزة المنشودة.

وأشار رئيس مجلس الوزراء إلى أن هذه الزيارة تأتي ترجمةً للجهود المبذولة بين النيابة العامة ومختلف الوزارات والقطاعات بالحكومة المصرية لتحويل منظومة التقاضي رقميًّا، بهدف التيسير على المواطنين، وتحقيق عدالة ناجزة لإعلاء سيادة الدستور والقانون.

واختتم كلمته بتأكيد استقلالية القضاء المصري، وارتباطه بأوصال تعاون وثيقة بالسلطة التنفيذية؛ لتطوير منظومة العدالة، وكفالة وصون استقلال القضاء على نحو كامل.",,816,0,1,undecided,Government & Official Statements
